id	status	onde	texto	tipo	defeito	evidencia
CFG-CAN-23	confere	pages/settings/channels/ChannelsTable.jsx:119	(valor cru)	variante	— (teórico: a migração só permite 3 valores)	STATUS_LABELS[channel.status] || channel.status na :119; migrations/1788610140627_create-channels-table.js:8 (lido com git show e5236da) tem CHECK status IN (connected, disconnected, awaiting_qr)
CFG-CAN-25	corrigida	pages/settings/channels/ChannelsTable.jsx:89-102 (texto em pages/settings/channels/ChannelsTable.jsx:63)	"Conectado" + "Qualidade alta" · "Qualidade média" · "Qualidade baixa"	variante	—	"Conectado" está na :95; os rótulos de qualidade vêm de QUALITY_LABELS na :63, fora da janela
CFG-CAN-27	confere	pages/settings/channels/ChannelsTable.jsx:109	(motivo do servidor: código entre parênteses + texto da Meta, sem tradução no frontend)	erro	Texto técnico cru (código + inglês) direto do backend (`src/channels/channel-connection.js:16`)	:109 mostra connection.motivo sem descreverErro; o backend monta "(code) texto" em src/whatsapp-adapters/meta-error.js:18 e repassa em src/channels/channel-connection.js:16
CFG-CAN-30	corrigida	pages/settings/channels/ChannelsTable.jsx:182, pages/settings/channels/ChannelsTable.jsx:195	"{formatPhone(channel.phoneNumber)} · oculto" (linha a 70%)	variante	—	o literal é ' · oculto' (:195), sem "…"; opacity-70 na :182
CFG-CAN-31	confere	pages/settings/channels/ChannelsTable.jsx:147-165, pages/settings/channels/ChannelsTable.jsx:240-253	"Mais ações para {nome}" → "Reconectar" (só Baileys) · "Ocultar"/"Reexibir" · "Excluir"	interação:menu aberto	Menu próprio: sem `role="menu"`, sem foco no 1º item nem setas; `absolute` dentro da área rolável (suspeita: no último canal obriga a rolar)	a 2ª faixa estava sem ":" (",240-253"); o menu :158-165 é <div> sem role, fecha só com Esc (:134-135), clique fora ou clique dentro; itens em :242-252
CFG-CAN-32	corrigida	pages/settings/channels/channels-polish.css:53-55	(gatilho com fundo branco ~7% quando aberto e ~3% no hover/foco)	interação:menu aberto	—	#ffffff12 é alfa 0x12 = 18/255 ≈ 7% (:55), não 12%; hover/foco #ffffff08 ≈ 3% (:54)
CFG-CAN-33	confere	pages/settings/channels/ChannelsTable.jsx:242, pages/settings/channels/ChannelsTable.jsx:246, pages/settings/channels/ChannelsTable.jsx:250	(itens a 50%)	desabilitado-sem-motivo	Desabilitado sem motivo e sem "Excluindo…/Ocultando…"	disabled={busy} nos 3 itens; opacidade em MENU_ITEM (:41) e channels-polish.css:61; nenhum title nem texto de progresso
CFG-CAN-34	corrigida	pages/settings/channels/ChannelsTable.jsx:150 (texto em pages/settings/channels/ChannelsTable.jsx:240)	"Mais ações para {nome}"	interação:tooltip	— (repete o aria-label)	title={label} na :150; o texto "Mais ações para ${channel.name}" é montado na :240
CFG-CAN-35	confere	pages/settings/channels/channels-polish.css:25-26	(fundo da linha)	interação:hover	—	:hover (var(--color-ui-state-hover)) na :25 e :focus-within (#ffffff04) na :26
CFG-CAN-37	corrigida	pages/settings/channels/ChannelsTable.jsx:242, pages/settings/channels/useChannelActions.js:48, :55	(nenhum diálogo: a reconexão começa direto)	variante	—	confirm só com status === 'connected' (:48-54); senão cai direto em runChannelAction (:55); texto "—" fora da convenção | coordenador: o que se vê é o item Reconectar (:242) agindo direto
CFG-CAN-41	corrigida	pages/settings/channels/ChannelsListPage.jsx:62-66, pages/settings/channels/useChannelActions.js:38-39	AUSENTE (só o dado muda; canal ocultado simplesmente some da lista)	sucesso	(leve) Sem retorno de sucesso	runChannelAction só faz await + refresh() (:38-39); grep por sucesso, WaSuccess e role=status em pages/settings/channels: só comentários | coordenador: o aviso moraria junto da faixa de erro/lista (:62-66); o handler fica como ref extra
CFG-CAN-42	confere	pages/settings/channels/ChannelsTable.jsx:240	AUSENTE	confirmação	—	grep -i "desconectar" e "disconnect" em frontend/src (sem testes): nada; o menu :240-253 só tem Reconectar, Ocultar/Reexibir e Excluir
CFG-CAN-43	corrigida	pages/settings/channels/ChannelsTable.jsx:116-119, pages/settings/channels/ChannelsListPage.jsx:33	AUSENTE (sem socket nem polling na lista)	tempo-real	(suspeita) Status da lista fica velho até recarregar	grep setInterval/socket em ChannelsListPage, ChannelsTable e useChannels: nada; o único polling é ChannelDetailPage.jsx:27-31 e só em awaiting_qr; nenhum listener de socket de canal em frontend/src | coordenador: o status que envelhece é desenhado em ChannelsTable.jsx:116-119; a 33 é a chamada do hook
CFG-CAN-44	corrigida	pages/settings/settings.css:158-167, pages/settings/settings.css:208, pages/settings/settings.css:210-216	(3 colunas com o container ≥860px; 2 colunas entre 650 e 860px; 1 coluna ≤650px, com as ações na 4ª linha)	responsivo	— (as classes `sm:`/`lg:grid-cols` do JSX `ChannelsTable.jsx:180` são vencidas pela folha sem @layer)	base em :158-162, ≥860 na :167, ≤650 na :208; container em settings.css:33; settings.css não tem @layer e vence os sm:/lg: da ChannelsTable.jsx:180; texto "—" fora da convenção
CFG-CAN-45	corrigida	pages/settings/channels/ChannelsListPage.jsx:87-95, pages/settings/channels/ChannelsListPage.jsx:55-58	"Adicionar canal"	interação:abrir modal	—	o rótulo "Adicionar canal" está no botão :55-58, a 31 linhas da :88; faltava a ref do gatilho
CFG-NOVO-02	corrigida	components/CreateChannelModal.jsx:38-40 (texto em components/CreateChannelModal.jsx:14)	"Baileys (não oficial)" · "Meta Cloud (oficial)" · "360dialog (oficial via BSP)" (+ a descrição de cada tipo)	variante	—	a ref principal (:6-22) era a constante TYPE_OPTIONS; o JSX dos cartões é :38-40 e os textos estão em :9-20
CFG-NOVO-03	confere	components/overlays.css:39	(borda cobre)	interação:hover	—	.dialog-provider-option:hover troca fundo e borda (#c39b7566) na :39; folha fora de @layer (comentário :77); o foco tem outline próprio (:24)
CFG-NOVO-06	corrigida	components/ui/Dialog.jsx:304-315 (texto em components/ui/Dialog.jsx:164)	"Fechar" (aria-label/title)	interação:fechar	(leve) Fecha com o formulário preenchido sem confirmar; com o envio em curso o × e o Esc seguem ativos e não cancelam: o canal é criado mesmo assim (onCreated, pages/settings/channels/ChannelsListPage.jsx:90-93) e uma falha some junto com o modal	closeLabel 'Fechar' na :164, fora da janela; onClose = setCreatingChannel(false) (ChannelsListPage.jsx:89), sem confirmação; closeOnBackdrop=false (:160); nada depende de execução, então tirei o "suspeita"
CFG-NOVO-07	confere	components/CreateChannelForm.jsx:50-68	"Nome" / "Telefone" (placeholder "+5511999998888")	variante	—	"Telefone" :58 e o placeholder :64 estão dentro da faixa 50-68 (o verificador antigo só olhava a 1ª linha)
CFG-NOVO-08	confere	components/CreateChannelForm.jsx:69-102	"Phone Number ID" / "WABA ID" / "Access Token"	variante	—	rótulos em :73, :85 e :91, dentro da faixa 69-102
CFG-NOVO-10	confere	components/CreateChannelForm.jsx:93-99, components/CreateChannelForm.jsx:109	AUSENTE (input de texto comum)	interação:campo secreto	Segredo aparece em claro enquanto é digitado; sem `type=password` nem botão revelar	inputs :93-99 e :109 sem type (texto comum); grep "password" no arquivo: nada; nenhum botão de revelar
CFG-NOVO-11	confere	components/CreateChannelForm.jsx:54, components/CreateChannelForm.jsx:66, components/CreateChannelForm.jsx:80, components/CreateChannelForm.jsx:87, components/CreateChannelForm.jsx:98, components/CreateChannelForm.jsx:109, components/CreateChannelForm.jsx:115	(balão nativo do navegador)	validação	(leve) Só validação nativa; nada de mensagem própria nem `aria-invalid`	required nas 7 linhas; o form não usa Field (sem aria-invalid nem mensagem própria)
CFG-NOVO-13	corrigida	components/CreateChannelForm.jsx:119 (texto em components/CreateChannelForm.jsx:42)	(mensagem da API) / "Falha ao cadastrar canal"	erro	Sem `role="alert"`	<p> sem role na :119; o padrão "Falha ao cadastrar canal" está na :42, fora da janela
CFG-NOVO-14	corrigida	pages/settings/channels/ChannelsListPage.jsx:87-95, :65-66	AUSENTE (nenhuma mensagem)	sucesso	(suspeita) No Baileys não leva ao QR: o canal só aparece na lista e é preciso abrir "Configurar"	onCreated só chama refresh() e fecha (:90-93): sem mensagem e sem levar ao QR | coordenador: a 90-93 é o callback; o modal some pelo condicional da 87 e a lista (:65-66) recarrega
CFG-NOVO-15	corrigida	components/overlays.css:46-55	(≤600px: cartões em 1 coluna e a lateral acima do formulário; o formulário continua em 2 colunas)	responsivo	—	media query na :55; .dialog-channel-form (:50-51) não muda nela; texto "—" fora da convenção
CFG-DET-01	confere	pages/settings/channels/ChannelDetailPage.jsx:42	(esqueleto 3 linhas)	carregando	—	AsyncState :42 sem skeletonLines → 3 linhas (components/ui/AsyncState.jsx:14-15)
CFG-DET-04	corrigida	pages/settings/channels/ChannelDetailPage.jsx:42, hooks/useChannels.js:12	AUSENTE	recarregando	— (ver CFG-ATE-13 para o efeito nos toggles)	mesmo hook: reloading descartado (:7, :12); ChannelDetailPage.jsx:20 só lê channels/status/refresh | coordenador: AUSENTE mora no AsyncState do detalhe (:42)
CFG-DET-06	corrigida	pages/settings/channels/ChannelDetailPage.jsx:47-54	(a URL e o seletor mudam; a página, a aba e os formulários continuam montados)	interação:trocar de canal	Erros de `useChannelActions`, o `<details>` "Ações avançadas" aberto e o formulário de credenciais (com tokens digitados) passam para o canal seguinte	a :50 é o onChange (handler); o select é :47-54; a rota canais/:id (App.jsx:164-167) não remonta; errors (useChannelActions.js:27) não é por canal; ChannelConnectionTab só zera editingName/editingWaba (:163-171); texto "—" fora da convenção
CFG-DET-09	confere	pages/settings/channels/ChannelDetailPage.jsx:70	"{channel.name}" · "{formatPhone(channel.phoneNumber)}" · "{providerLabel(channel.type)}"	variante	(leve) `ChannelIcon` sem `type`: ícone genérico em vez da marca do provedor que a lista mostra	<ChannelIcon size={40} /> sem type na :71 → cai no SettingsIcon (ChannelsTable.jsx:55); nome :75, telefone · provedor :79, status :81
CFG-DET-10	confere	pages/settings/channels/ChannelDetailPage.jsx:70-82	AUSENTE (nenhuma sinalização)	variante	Só o rótulo "Reexibir" dentro de "Ações avançadas" (fechado) denuncia que está oculto	channel.hidden não aparece em ChannelDetailPage.jsx; em ChannelConnectionTab.jsx só na :367 (rótulo Reexibir/Ocultar, dentro do <details> fechado da :334)
CFG-DET-11	corrigida	pages/settings/channels/ChannelDetailPage.jsx:81 (texto em pages/settings/channels/channelStatus.js:5, pages/settings/channels/ChannelsTable.jsx:74)	"Conectado" · "Aguardando QR code" · "Desconectado" · "Não verificada" (+ chip de qualidade ou o motivo do erro)	variante	—	os textos vêm de channelStatus.js:4-6 e ChannelsTable.jsx:74, fora da janela da :81
CFG-DET-12	confere	pages/settings/channels/ChannelsTable.jsx:106	(motivo do servidor cortado em 22ch; inteiro só no title)	hover-revela	Motivo completo só por hover, e é texto técnico cru	title={motivo} na :106 e max-w-[22ch] truncate na :109; o max-width:none de channels-polish.css:38 só vale dentro de .settings-channel-center, que o detalhe não tem
CFG-DET-14	corrigida	pages/settings/channels/ChannelDetailPage.jsx:81, pages/settings/channels/ChannelDetailPage.jsx:27-31	(status muda sozinho)	tempo-real	—	:27-31 é o useEffect com setInterval (mecanismo, não desenho); o que muda na tela é o ConnectionStatus da :81 (e o QR/texto da aba Conexão)
CFG-DET-15	corrigida	pages/settings/channels/ChannelDetailPage.jsx:81, :28	AUSENTE (polling só em `awaiting_qr`)	tempo-real	(suspeita) Queda não aparece até recarregar	:28 só agenda polling em awaiting_qr; nenhum socket de canal em frontend/src | coordenador: a 28 é o if do efeito de polling; o status desenhado é o ConnectionStatus da :81
CFG-DET-16	corrigida	pages/settings/channels/ChannelDetailPage.jsx:34-40 (texto em pages/settings/SettingsShell.jsx:51)	"Canais WhatsApp" (trilha só "Configurações")	variante	(leve) Na lista a mesma área se chama "Números conectados" com trilha "WhatsApp e canais"	crumb={null} (:38) deixa só a trilha 'Configurações' de SettingsShell.jsx:51-53, fora da janela; a lista usa "Números conectados"/"WhatsApp e canais" (ChannelsListPage.jsx:47-50)
CFG-DET-17	duplicata	pages/settings/channels/ChannelConnectionTab.jsx:190-192, pages/settings/channels/ChannelBehaviorTab.jsx:61-63 (texto em pages/settings/channels/ChannelConnectionTab.jsx:14, pages/settings/channels/ChannelBehaviorTab.jsx:8)	"Requer permissão de Canais e Integrações" (faixa âmbar nas duas abas; botões e toggles desabilitados com o mesmo motivo)	sem-permissão	—	duplicata de CFG-CON-01 + CFG-ATE-01: a :19 é só a variável canManage, passada ao Outlet (:94); a página não desenha nada dela, e o texto da linha já remete às duas
CFG-DET-18	corrigida	pages/settings/channels/ChannelDetailPage.jsx:43, pages/settings/channels/ChannelDetailPage.jsx:70, pages/settings/settings.css:219-224	(a barra de voltar/trocar de canal e o cabeçalho quebram linha quando estreitos)	responsivo	— (nota: os px-4 sm:px-5 de :70 e :93 e o flex-col do rótulo na :45 não valem: pages/settings/settings.css:219-220 e :224, sem @layer, zeram o padding lateral e põem o rótulo em linha)	flex-wrap em :43 e :70 funciona; settings.css:219 (padding:10px 0), :220 (12px 0) e :224 (flex-direction:row) vencem as utilities, então o "cabeçalho sm:px-5" do gatilho é código morto; texto "—" fora da convenção
CFG-CON-01	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:190-192 (texto em pages/settings/channels/ChannelConnectionTab.jsx:14)	"Requer permissão de Canais e Integrações" (faixa âmbar)	variante	—	a faixa :191 mostra PERMISSION_REASON, definido na :14
CFG-CON-03	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:206-207	"Leia o QR code abaixo no WhatsApp do número deste canal. A situação muda para \"Conectado\" sozinha assim que o celular terminar."	variante	—	o literal da :207 termina em "sozinha assim que o celular terminar.", sem "…"; aspas internas escapadas
CFG-CON-06	corrigida	components/QrCodeView.jsx:49	(o bloco do QR não aparece)	variante	—	return null na :49 fora de awaiting_qr; texto "—" fora da convenção
CFG-CON-07	confere	components/QrCodeView.jsx:57-58, components/QrCodeView.jsx:75-76	"Gerando QR code…" (role=status) + "Buscando o código no servidor."	carregando	—	a 2ª faixa estava sem ":" (",75-76"); literais na :58 e na :76
CFG-CON-08	corrigida	components/QrCodeView.jsx:54-55, components/QrCodeView.jsx:69-70, components/QrCodeView.jsx:81	(imagem, alt "QR code para conectar {channel.name}") + "Abra o WhatsApp no celular deste número, vá em Aparelhos conectados e leia o código. A situação muda para “Conectado” sozinha quando o celular terminar." + "Atualizar código"	variante	—	o literal da :70 continua depois de "leia o código" (não há "…"); as faixas estavam sem ":"
CFG-CON-09	corrigida	components/QrCodeView.jsx:59, components/QrCodeView.jsx:71-72, components/QrCodeView.jsx:81	"Nenhum QR code disponível agora." + "O canal está aguardando leitura, mas o código ainda não chegou. Gere um novo pelo “Reconectar”, em Ações avançadas." + "Tentar de novo"	vazio	—	na :72 as aspas de Reconectar são curvas, não retas (quebravam o literal); 404 → motivo 'indisponivel' em services/api.js:598-599
CFG-CON-10	confere	components/QrCodeView.jsx:60, components/QrCodeView.jsx:73-74, components/QrCodeView.jsx:79	"Sua conta não tem acesso às credenciais deste canal." + "Peça a um administrador com acesso a Canais e Integrações." (sem botão)	sem-permissão	—	literais na :60 e na :74; o botão some com semPermissao (:79); 401/403 → services/api.js:601-602
CFG-CON-11	corrigida	components/QrCodeView.jsx:61, components/QrCodeView.jsx:77, components/QrCodeView.jsx:81	"O servidor respondeu num formato que esta tela não reconhece." + "Tente de novo. Se continuar, gere um novo código pelo “Reconectar”, em Ações avançadas." + "Tentar de novo"	erro-com-retry	(leve) Erro anunciado com `role="status"` (educado), não `alert`	faltava o texto lateral: formatoInesperado cai no último ramo (:77); role="status" na :57
CFG-CON-12	corrigida	components/QrCodeView.jsx:62, components/QrCodeView.jsx:77, components/QrCodeView.jsx:81	"Não foi possível buscar o QR code." + "Tente de novo. Se continuar, gere um novo código pelo “Reconectar”, em Ações avançadas." + "Tentar de novo"	erro-com-retry	(leve) Erro anunciado com `role="status"` (educado), não `alert`	aspas curvas em Reconectar na :77; rede → services/api.js:595, HTTP ≠ 404/401/403 → :604-605
CFG-CON-13	corrigida	components/QrCodeView.jsx:54-55, :16-18	AUSENTE (decisão registrada: backend não expõe validade)	variante	(suspeita) A imagem não se renova sozinha: o polling de 5 s recarrega o canal mas não o QR (efeito depende só de id/status/token/tentativa); o Baileys troca o código e o da tela envelhece sem aviso até clicar "Atualizar código"	o comentário :16-18 registra a decisão; o efeito depende só de [channel.id, precisaDeQr, token, tentativa] (:45) e o polling (ChannelDetailPage.jsx:29) não muda nenhum deles | coordenador: a imagem do QR é desenhada em :54-55; o comentário :16-18 fica como ref extra
CFG-CON-16	corrigida	pages/settings/channels/channels-polish.css:72	(QR e instrução empilhados e centralizados)	responsivo	—	@container(max-width:520px) na :72; container .settings-shell-body (settings.css:33); texto "—" fora da convenção
CFG-CON-17	confere	pages/settings/channels/ChannelConnectionTab.jsx:221-241	"Nome" / "Provedor" / "Tipo" / "Número"	variante	—	rótulos em :223, :239, :240 e :241, dentro da faixa
CFG-CON-19	confere	pages/settings/channels/ChannelConnectionTab.jsx:242-259	"Identificador da conta (WABA)" / "não informado"	variante	—	rótulo na :244 e "não informado" na :257, dentro da faixa
CFG-CON-20	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:229-230, pages/settings/channels/ChannelConnectionTab.jsx:250-251 (texto em pages/settings/channels/ChannelConnectionTab.jsx:14)	"Requer permissão de Canais e Integrações" (title + faixa CFG-CON-01)	desabilitado-com-motivo	—	title={PERMISSION_REASON} (:230, :251), constante na :14; a 2ª faixa estava sem ":"
CFG-CON-21	confere	pages/settings/channels/ChannelConnectionTab.jsx:262-288	"Nome do canal" + "Cancelar" / "Salvar nome"	edição-inline	—	"Nome do canal" :264, "Cancelar" :281, "Salvar nome" :284, dentro da faixa
CFG-CON-23	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:283-284, :180-183	AUSENTE	salvando	Botão segue ativo durante a chamada (duplo envio), sem indicador	"Salvar nome" só desabilita por !canManage ou nome vazio (:283); handleSaveName não marca envio | coordenador: 180-183 é o handler; o botão "Salvar nome" (sem indicador) está em :283-284
CFG-CON-25	confere	pages/settings/channels/ChannelConnectionTab.jsx:292-315	"Identificador da conta (WABA ID)" + "Cancelar" / "Salvar WABA ID"	edição-inline	—	literais na :294, :308 e :311, dentro da faixa
CFG-CON-26	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:310-311, :175-178	AUSENTE	salvando	"Salvar WABA ID" segue ativo durante a chamada (duplo envio), sem indicador	"Salvar WABA ID" só tem disabled={!canManage} (:310) | coordenador: 175-178 é o handler; o botão "Salvar WABA ID" está em :310-311
CFG-CON-28	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:221-259, :176-182	AUSENTE (nenhuma mensagem)	sucesso	— (ver CFG-CON-24)	depois do await só vem setEditingWaba/setEditingName(false) (:177, :182); nenhuma mensagem | coordenador: 176-182 são os handlers; o resumo que volta é a 221-259
CFG-CON-31	confere	pages/settings/channels/ChannelConnectionTab.jsx:342	"{advancedActions(channel.type).summary}"	variante	—	summary montado por advancedActions (:116-138): Meta "Atualizar credenciais, ocultar ou excluir este canal"; Baileys "Migrar, reconectar, ocultar ou excluir este canal"; 360dialog "Migrar, ocultar ou excluir este canal"
CFG-CON-32	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:345 (texto em components/ui/DangerZone.jsx:3, pages/settings/channels/ChannelConnectionTab.jsx:124)	"Ações com cuidado" + "{advancedActions(channel.type).description}" (ex. Baileys: "migrar troca o provedor deste número sem perder o histórico" · "reconectar gera um novo QR code" · "ocultar tira o canal da lista sem apagar nada" · "excluir só é possível se o canal nunca teve conversas", unidos por "; " e com a 1ª letra maiúscula)	variante	(leve) A descrição diz que excluir só depende de conversas; o backend também recusa com integração SGP (src/api/admin-channels.routes.js:346)	a frase inteira não existe no código: é montada em :131-136 a partir das notas :121-132 (join "; " + maiúscula); o título é o padrão de DangerZone.jsx:3
CFG-CON-34	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:53-54 (texto em pages/settings/channels/ChannelConnectionTab.jsx:14)	"Requer permissão de Canais e Integrações" (title)	desabilitado-com-motivo	—	title={PERMISSION_REASON} na :54; constante na :14
CFG-CON-36	confere	pages/settings/channels/ChannelConnectionTab.jsx:77-85	AUSENTE (input de texto comum)	interação:campo secreto	Token em claro na tela enquanto é digitado	o input :78-84 não tem type; grep "password" no arquivo: nada
CFG-CON-37	confere	pages/settings/channels/ChannelConnectionTab.jsx:242	AUSENTE	variante	— (não há como ver se há token salvo)	o GET não devolve credencial nenhuma, só wabaId (toChannelResponse em src/api/admin-channels.routes.js:42-58); a tela só mostra WABA (:242-259)
CFG-CON-38	confere	pages/settings/channels/ChannelConnectionTab.jsx:74, pages/settings/channels/ChannelConnectionTab.jsx:83, pages/settings/channels/ChannelConnectionTab.jsx:92	(balão nativo do navegador)	validação	(leve) Só validação nativa	required nas 3 linhas; o Field aceita a prop error (components/ui/Field.jsx:15), mas ela não é passada
CFG-CON-40	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:95 (texto em pages/settings/channels/ChannelConnectionTab.jsx:42)	(mensagem do servidor, ex.: nenhum app inscrito no webhook da WABA) · "Não foi possível salvar as credenciais deste canal"	erro	Sem `role="alert"`; (leve) a recusa por falta de app inscrito termina com "cadastre de novo" também na migração/atualização (src/channels/meta-cloud-setup.js:51)	a frase de exemplo não está no frontend (só no teste ChannelDetailPage.test.jsx:297); a real é de src/channels/meta-cloud-setup.js:51 e é mais longa; o padrão está na :42
CFG-CON-41	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:48-58, :39-40	AUSENTE (nenhuma mensagem)	sucesso	(leve) Sem retorno de sucesso numa troca de provedor	o sucesso só faz setOpen(false) (:40) e refresh() (useChannelActions.js:155); nenhuma mensagem | coordenador: 39-40 é o handler; o formulário volta a ser o botão das :48-58
CFG-CON-44	corrigida	pages/settings/channels/ChannelConnectionTab.jsx:356, pages/settings/channels/ChannelConnectionTab.jsx:365, pages/settings/channels/ChannelConnectionTab.jsx:373 (texto em pages/settings/channels/ChannelConnectionTab.jsx:14)	"Requer permissão de Canais e Integrações" (title)	desabilitado-com-motivo	—	title={PERMISSION_REASON} nas 3 linhas; constante na :14
CFG-CON-45	confere	pages/settings/channels/ChannelConnectionTab.jsx:355, pages/settings/channels/ChannelConnectionTab.jsx:364, pages/settings/channels/ChannelConnectionTab.jsx:372	(botões a 50%)	desabilitado-sem-motivo	Sem motivo nem texto de progresso	disabled={!canManage || busy}; com canManage o title é undefined (:356, :365, :373)
CFG-CON-46	corrigida	pages/settings/channels/ChannelDetailPage.jsx:99 (texto em pages/settings/channels/useChannelActions.js:50, pages/settings/channels/useChannelActions.js:61, pages/settings/channels/useChannelActions.js:70)	(ver CFG-CAN-36…40)	confirmação	(ver CFG-CAN-39: Reexibir com `danger`)	useChannelActions.js:49-72 são as chamadas confirm (handler); o ConfirmDialog é desenhado pelo {actions.confirmDialog} da ChannelDetailPage.jsx:99
CFG-CON-47	confere	pages/settings/channels/ChannelConnectionTab.jsx:379	"{actions.errors.action}"	erro	Sem `role="alert"`	ErrorNote é <p> sem role (:16-19)
CFG-CON-48	confere	pages/settings/channels/ChannelConnectionTab.jsx:205	AUSENTE	interação:copiar webhook	(suspeita) Meta Cloud: a URL do webhook não aparece na tela do canal (só a menção sem URL na :66) nem há ação de copiar; no 360dialog não faz falta, o webhook é registrado sozinho no cadastro	grep "webhook" nas telas de canal: só o texto da migração (:66); o 360dialog registra o webhook no cadastro (src/api/admin-channels.routes.js:106-108)
CFG-CON-49	duplicata	pages/settings/channels/ChannelConnectionTab.jsx:61-104	(o formulário de credenciais continua aberto com os campos e o erro digitados no canal anterior)	interação:trocar de canal	`MetaCloudCredentialsForm` não zera `open`/campos/erro ao mudar `channel.id` (estado em :27-31): o token digitado para o canal A fica pronto para enviar no canal B (o backend recusa se o Phone Number ID não for do número de B: src/api/admin-channels.routes.js:151)	duplicata de CFG-DET-06, que já registra o formulário de credenciais com tokens passando ao canal seguinte; :25-32 era a assinatura e os useState; o formulário é :61-104
CFG-ATE-01	corrigida	pages/settings/channels/ChannelBehaviorTab.jsx:61-63 (texto em pages/settings/channels/ChannelBehaviorTab.jsx:8)	"Requer permissão de Canais e Integrações"	variante	—	a faixa :62 mostra PERMISSION_REASON, definido na :8
CFG-ATE-02	confere	pages/settings/channels/ChannelBehaviorTab.jsx:64	"{actions.errors.triage}"	erro	Sem `role="alert"`; aparece no topo, longe do toggle; persiste na troca de canal	ErrorNote sem role (:10-13), no topo; errors mora em useChannelActions (ChannelDetailPage.jsx:21), que não remonta ao trocar de canal
CFG-ATE-04	confere	pages/settings/channels/ChannelBehaviorTab.jsx:66	"{actions.errors.aiTriage}"	erro	Sem `role="alert"`; no topo, longe do toggle; persiste na troca de canal	o mesmo ErrorNote sem role (:10-13); padrão em useChannelActions.js:116
CFG-ATE-08	corrigida	pages/settings/channels/ChannelBehaviorTab.jsx:72-79, pages/settings/channels/useChannelActions.js:96-108	(Triagem por menu desmarca sozinha)	variante	—	useChannelActions.js:96-108 é o handler; o que muda na tela é o toggle Triagem por menu (:72-79), controlado por channel.triageEnabled (:74)
CFG-ATE-09	corrigida	components/ui/Toggle.jsx:25-29, pages/settings/channels/ChannelBehaviorTab.jsx:76-77, pages/settings/channels/ChannelBehaviorTab.jsx:84-85, pages/settings/channels/ChannelBehaviorTab.jsx:93-94, pages/settings/channels/ChannelBehaviorTab.jsx:101-102 (texto em pages/settings/channels/ChannelBehaviorTab.jsx:8)	"Requer permissão de Canais e Integrações" (texto âmbar abaixo, aria-describedby)	desabilitado-com-motivo	—	o motivo é desenhado pelo Toggle (:25-29), ligado por aria-describedby (Toggle.jsx:4, :13); os 4 toggles recebem PERMISSION_REASON sem integrations (os dois últimos via :41-42 e :47-48), mas o onde só citava 2; constante na :8
CFG-ATE-13	confere	pages/settings/channels/ChannelBehaviorTab.jsx:75, pages/settings/channels/ChannelBehaviorTab.jsx:83, pages/settings/channels/ChannelBehaviorTab.jsx:91, pages/settings/channels/ChannelBehaviorTab.jsx:99	AUSENTE	salvando	Checkbox é controlado pelo dado do canal: o clique não muda nada até o refresh voltar, sem indicador; permite cliques repetidos	checked vem de channel.* (:74, :82, :90, :98); nenhum estado de envio; o disabled ignora chamada em curso
CFG-ATE-15	corrigida	pages/settings/channels/ChannelBehaviorTab.jsx:72-104, pages/settings/channels/useChannelActions.js:81, :106, :114, :124	AUSENTE (nenhuma mensagem)	sucesso	—	:113 e :123 são os await; os refresh() estão na :114 e na :124; faltava o toggleAi (:106) | coordenador: o aviso moraria junto dos toggles (:72-104); os refresh() ficam como refs extras
CFG-ATE-17	corrigida	pages/settings/channels/ChannelBehaviorTab.jsx:111-115, :35-39 (texto em components/OpenAiConfigCard.jsx:31)	AUSENTE — mostra "sem opções", "não configurado", "não definida", "Desativada"	carregando	Valores falsos durante a carga; se algum hook falhar ficam para sempre (erro silencioso)	valores iniciais: options [] (hooks/useTriage.js:5), mode 'disabled' (hooks/useAiConfig.js:5 → 'Desativada' em components/OpenAiConfigCard.jsx:31), enabled false (hooks/useBusinessHoursConfig.js:5); o componente não lê o status de nenhum hook | coordenador: 35-39 são valores derivados; o resumo que mostra os falsos valores é o das :111-115; "Desativada" vem de computeStatus
CFG-ATE-18	corrigida	pages/settings/channels/ChannelBehaviorTab.jsx:112, pages/settings/channels/ChannelBehaviorTab.jsx:21, pages/settings/channels/ChannelBehaviorTab.jsx:37	"{mensagem de boas-vindas completa}"	variante	(leve, suspeita) Mensagem longa estica a linha do resumo (sem truncar)	a :37 é variável derivada; a mensagem é desenhada pela SummaryRow da :112, no <span> da :21, sem truncate
CFG-ATE-19	corrigida	pages/settings/channels/ChannelBehaviorTab.jsx:71, pages/settings/channels/ChannelBehaviorTab.jsx:110, pages/settings/settings.css:186-187	(toggles e resumo em 2 colunas a partir de md; as duas seções lado a lado com o container ≥860px)	responsivo	—	md:grid-cols-2 na :71 e na :110; settings.css:186-187; texto "—" fora da convenção
